language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.96  T=0.44 s (1109.7 files/s 382773.6 lines/s)"
Text,./sensor-iso/interface/requirements.txt,0,0,16
Python,./sensor-iso/interface/sensor_interface/sysquery/sys_service.py,10,3,16
Bourne Shell,./zeek/scripts/docker_entrypoint.sh,4,2,16
Bourne Shell,./sensor-iso/interface/sensor_ctl/clean.sh,6,1,15
Markdown,./docs/hedgehog-ssh.md,5,0,14
Text,./docs/images/hedgehog/logo/font/ubuntumono/CONTRIBUTING.txt,7,0,14
Markdown,./docs/malcolm-preparation.md,1,0,14
Bourne Shell,./name-map-ui/scripts/name-map-save-watch.sh,3,5,14
Bourne Shell,./shared/bin/dod-login-banner.sh,6,3,14
Bourne Shell,./shared/bin/netdev-json.sh,4,15,14
Text,./docs/images/hedgehog/logo/font/ubuntucondensed/README.txt,3,0,13
Bourne Shell,./filebeat/scripts/filebeat-watch-zeeklogs-uploads-folder.sh,5,4,13
YAML,./logstash/maps/conn_states.yaml,0,0,13
Bourne Again Shell,./malcolm-iso/config/hooks/normal/0900-setup-rc-local.hook.chroot,8,1,13
Bourne Shell,./shared/bin/df-json.sh,3,10,13
Markdown,./docs/contributing-new-image.md,6,0,12
Markdown,./docs/hedgehog-config.md,5,0,12
Text,./docs/images/hedgehog/logo/font/ubuntumono/README.txt,3,0,12
Bourne Shell,./sensor-iso/interface/sensor_ctl/miscbeat/sensor_miscbeat_local.sh,5,2,12
Bourne Shell,./shared/bin/docker-load-wait.sh,4,1,12
diff,./arkime/patch/viewer_db_opensearchv2_keyword_hack.patch,0,8,11
Markdown,./docs/host-config-windows.md,5,0,11
Bourne Shell,./sensor-iso/interface/sensor_ctl/supervisor.init/suricata_config_populate.sh,6,4,11
Bourne Shell,./suricata/scripts/docker_entrypoint.sh,3,3,11
diff,./arkime/patch/footer_links.patch,0,9,10
diff,./arkime/patch/remove_upload.patch,1,13,10
Bourne Shell,./arkime/scripts/wise_service.sh,3,1,10
Markdown,./docs/api.md,2,0,10
Bourne Shell,./filebeat/scripts/filebeat-process-zeek-folder-functions.sh,1,1,10
Bourne Shell,./sensor-iso/config/hooks/normal/0169-pip-installs.hook.chroot,3,2,10
Bourne Shell,./shared/bin/set-dconf-screen-lock-defaults.sh,5,1,10
INI,./arkime/etc/wise.ini,2,0,9
Bourne Shell,./arkime/scripts/viewer_service.sh,2,1,9
Bourne Shell,./arkime/scripts/wipearkime.sh,5,3,9
Markdown,./docs/contributing-file-scanners.md,5,0,9
Markdown,./docs/hedgehog-boot.md,8,0,9
Bourne Shell,./shared/bin/nic-capture-setup.sh,4,2,9
diff,./arkime/patch/viewer_wider_field_detail.patch,2,12,8
Markdown,./docs/anomaly-detection.md,4,0,8
Markdown,./docs/contributing-new-log-fields.md,5,0,8
Markdown,./docs/contributing-pcap.md,4,0,8
Markdown,./docs/contributing-zeek.md,7,0,8
YAML,./logstash/maps/notice_authors.yaml,0,0,8
YAML,./logstash/maps/notice_license.yaml,0,0,8
YAML,./logstash/maps/notice_reference.yaml,0,0,8
YAML,./logstash/maps/syslog_severity_levels.yaml,0,0,8
HTML,./name-map-ui/site/upload.html,0,0,8
Bourne Shell,./sensor-iso/interface/init.sh,4,0,8
Bourne Shell,./shared/bin/aide_integrity_check.sh,2,0,8
Text,./api/requirements.txt,0,0,7
Markdown,./docs/api-ping.md,4,0,7
Markdown,./docs/hedgehog-troubleshooting.md,2,0,7
YAML,./logstash/maps/tftp_result_codes.yaml,0,0,7
PHP,./name-map-ui/site/restart-logstash.php,0,0,7
Bourne Again Shell,./sensor-iso/config/includes.chroot/usr/local/bin/sensor-shutdown,4,3,7
JSON,./arkime/etc/views/arkime_sessions.json,0,0,6
JSON,./arkime/etc/views/public_ip_addresses.json,0,0,6
JSON,./arkime/etc/views/suricata_alerts.json,0,0,6
JSON,./arkime/etc/views/suricata_logs.json,0,0,6
JSON,./arkime/etc/views/uninventoried_internal_assets.json,0,0,6
JSON,./arkime/etc/views/uninventoried_observed_services.json,0,0,6
JSON,./arkime/etc/views/zeek_conn.json,0,0,6
JSON,./arkime/etc/views/zeek_exclude_conn.json,0,0,6
JSON,./arkime/etc/views/zeek_logs.json,0,0,6
Markdown,./docs/ics-best-guess.md,5,0,6
YAML,./logstash/maps/winlog_levels_to_name.yaml,0,0,6
YAML,./logstash/maps/winlog_levels_to_numbers.yaml,0,0,6
Bourne Again Shell,./malcolm-iso/config/hooks/normal/0911-get-stig-scripts.hook.chroot,2,2,6
INI,./name-map-ui/config/php.ini,1,0,6
Bourne Again Shell,./sensor-iso/config/hooks/normal/0911-get-stig-scripts.hook.chroot,2,2,6
Python,./api/manage.py,3,0,5
diff,./arkime/patch/db_pl_quiet_backup_warning.patch,1,7,5
diff,./arkime/patch/spi_sort_malcolm.patch,2,6,5
Markdown,./docs/time-sync.md,4,0,5
Bourne Shell,./malcolm-iso/config/hooks/normal/0169-pip-installs.hook.chroot,2,1,5
Bourne Shell,./sensor-iso/arkime/build-docker-image.sh,4,2,5
Bourne Shell,./sensor-iso/beats/build-docker-image.sh,4,2,5
Bourne Shell,./shared/aide/build-docker-image.sh,4,2,5
Bourne Shell,./shared/bin/set-malcolm-gtk-bookmark.sh,2,1,5
Bourne Shell,./api/entrypoint.sh,2,0,4
Markdown,./docs/hedgehog-config-zeek-intel.md,3,0,4
Markdown,./docs/host-config.md,1,0,4
Markdown,./docs/index-management.md,3,0,4
Markdown,./docs/system-requirements.md,3,0,4
YAML,./logstash/maps/ntp_modes.yaml,0,0,4
YAML,./.travis.yml,0,0,3
Markdown,./docs/contributing-style.md,2,0,3
Markdown,./docs/cyberchef.md,2,0,3
Text,./docs/images/hedgehog/logo/font/ubuntumono/TRADEMARKS.txt,1,0,3
JSON,./malcolm-iso/config/includes.chroot/etc/docker/daemon.json,1,0,3
Bourne Again Shell,./sensor-iso/config/hooks/normal/0992-login.hook.chroot,2,1,3
Bourne Shell,./sensor-iso/interface/sensor_ctl/scripts/log_disk_space.sh,2,1,3
JavaScript,./htadmin/src/bootstrap.min.js,0,5,2
Python,./sensor-iso/interface/sensor_interface/__main__.py,1,0,2
Bourne Shell,./shared/bin/memory_usage_percentage.sh,1,0,2
Bourne Shell,./shared/bin/preseed_partman_determine_disk.sh,1,0,2
HTML,./_includes/head-custom.html,0,0,1
Text,./docs/images/hedgehog/logo/Attribution.txt,0,0,1
HTML,./docs/images/hedgehog/logo/font/ubuntumono/DESCRIPTION.en_us.html,0,0,1
CSS,./file-upload/jquery-file-upload/bootstrap.min.css,0,11,1
YAML,./logstash/config/logstash.yml,1,0,1
JSON,./net-map.json,0,0,1
Python,./netbox/config/configuration/extra.py,14,41,0
Python,./netbox/config/configuration/logging.py,3,52,0
Python,./netbox/config/configuration/plugins.py,3,10,0
Python,./sensor-iso/interface/sensor_interface/sysquery/__init__.py,1,0,0
SUM,,9252,4381,154356
